timestamp,height,x_speed,y_speed,z_speed,pitch,roll,yaw,temperature,distance,barometer,flight_time,battery,mp_distance_x,mp_distance_y,mp_distance_z,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.dstport,udp.length,data.data,data.len,wlan.fc.type,wlan.fc.subtype,time_since_last_packet,class
16390.55248,80,0,0,0,0,0,0,62,81,19162,12,93,5,6,84,759,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.576056,replay
16391.0685,80,0,0,0,-1,0,0,62,80,19162,12,93,9,12,83,771,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.303532,replay
16391.59938,80,0,0,0,0,0,0,62,81,19169,13,93,11,13,83,779,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001323,replay
16392.10017,80,0,0,0,-1,0,0,62,81,19166,13,93,13,14,83,779,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001323,replay
16392.61493,80,0,0,0,-1,0,0,62,81,19163,14,93,16,19,82,842,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001362,replay
16393.13065,80,0,0,0,0,0,0,62,82,19163,14,93,17,18,83,842,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001362,replay
16393.66168,80,0,0,0,0,0,0,61,80,19158,15,93,15,19,82,938,231,3,320,0,1,0,1,0,0,166,2048,20,197,166,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,29,169,2,8.0,0.002399,replay
16394.17939,80,1,0,0,-8,0,0,61,81,19160,15,93,14,19,82,938,231,3,320,0,1,0,1,0,0,166,2048,20,197,166,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,29,169,2,8.0,0.002399,replay
16394.70929,80,3,0,0,1,0,0,62,80,19165,16,93,1,15,84,966,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.101342,replay
16395.2409,80,2,0,0,-1,0,0,62,82,19159,16,93,-13,18,85,973,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102337,replay
16395.77119,80,2,0,0,-1,0,0,62,83,19152,17,93,-25,27,84,973,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102337,replay
16396.28705,80,2,0,0,-1,-1,0,63,83,19156,18,93,-33,25,89,1002,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001363,replay
16396.80418,80,2,0,0,-1,-1,0,63,84,19164,18,93,47,16,83,1002,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001363,replay
16397.33384,80,1,-1,0,-1,-1,0,62,84,19167,19,93,38,12,85,1121,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001963,replay
16397.86491,80,0,0,0,0,2,0,62,83,19164,19,93,30,13,83,1125,231,3,44,0,1,0,1,0,0,208,2048,20,197,208,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,27,169,2,8.0,0.077837,replay
16398.38167,80,0,0,0,-2,-1,0,62,83,19159,20,93,34,14,81,1135,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.002753,replay
16398.91139,80,2,-1,0,-1,0,0,62,82,19159,20,93,30,14,82,1150,234,3,320,0,1,0,1,0,0,224,2048,20,200,224,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,23,172,2,8.0,0.12727,replay
16399.42875,80,1,-1,0,0,0,0,63,81,19159,21,93,14,11,82,1150,234,3,320,0,1,0,1,0,0,224,2048,20,200,224,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,23,172,2,8.0,0.12727,replay
16399.9595,80,1,0,0,-1,-1,0,63,81,19162,21,93,8,6,83,1171,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001981,replay
16400.4905,80,0,0,0,-1,0,0,62,81,19165,22,93,5,6,83,1171,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001981,replay
16401.00742,80,0,0,0,0,0,0,62,81,19161,22,93,3,6,83,1206,232,3,44,0,1,0,1,0,0,251,2048,20,198,251,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,46,170,2,8.0,0.011207,replay
16401.53742,80,0,0,0,-3,-1,0,63,82,19157,23,93,3,6,84,1206,232,3,44,0,1,0,1,0,0,251,2048,20,198,251,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,46,170,2,8.0,0.011207,replay
16402.05258,80,0,0,0,0,0,0,63,81,19154,23,93,3,8,83,1211,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.003169,replay
16402.56889,80,0,0,0,0,0,0,63,82,19163,24,93,5,9,84,1226,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001367,replay
16403.09987,80,0,0,0,-8,0,0,63,82,19157,24,93,7,11,83,1226,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001367,replay
16403.61664,80,3,0,0,0,0,0,63,81,19157,25,93,-2,15,83,1267,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.002201,replay
16404.14636,80,2,0,0,-1,0,0,63,81,19161,25,93,-14,22,81,1267,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.002201,replay
16404.70927,80,2,0,0,-1,-1,0,62,81,19153,26,93,-28,26,78,1306,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,2.5e-05,replay
16405.2263,80,2,0,0,-1,-1,0,62,81,19158,26,93,-36,35,76,1309,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.4082,replay
16405.75647,80,2,0,0,-1,-1,0,63,81,19156,27,93,-39,-20,79,1313,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102991,replay
16406.31911,80,2,-1,0,-1,-1,0,63,81,19157,28,93,-25,-17,82,1325,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001945,replay
16406.83505,80,0,0,0,0,0,0,63,80,19161,28,93,-15,-15,82,1325,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001945,replay
16407.33584,80,1,0,0,-4,-3,0,63,81,19156,29,93,-20,-17,81,1352,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001386,replay
16407.86671,80,1,-1,0,-1,-1,0,63,81,19158,29,93,-17,-13,82,1352,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001386,replay
16408.38148,80,1,-1,0,0,0,0,63,81,19156,30,93,-10,-7,83,1382,230,3,44,0,1,0,1,0,0,336,2048,20,196,335,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,51,168,2,8.0,0.136206,replay
16408.91234,80,1,0,0,0,-1,0,63,81,19161,30,93,-5,-6,83,1389,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.466689,replay
16409.4441,80,0,0,0,0,0,0,64,80,19158,31,93,-4,-4,83,1391,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.202872,replay
16409.97465,70,0,0,0,0,0,0,64,79,19165,31,93,-5,-4,82,1395,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.103246,replay
16410.49055,80,0,0,0,-1,0,0,63,81,19159,32,93,-6,-5,83,1395,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.103246,replay
16411.0069,80,1,0,0,-8,0,0,63,82,19161,32,92,-8,-9,84,1440,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102284,replay
16411.53848,80,3,0,0,0,-1,0,63,83,19157,33,92,-6,-18,83,1440,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102284,replay
16412.10112,80,2,0,0,-1,-1,0,63,84,19159,33,92,18,-23,83,1494,226,3,44,0,1,0,1,0,0,381,2048,20,192,380,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,57,164,2,8.0,0.070912,replay
16412.61492,80,2,0,0,-1,0,0,63,82,19158,34,92,27,-29,81,1494,226,3,44,0,1,0,1,0,0,381,2048,20,192,380,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,57,164,2,8.0,0.070912,replay
16413.11602,80,2,0,0,-1,0,0,63,81,19158,34,92,36,-26,82,1507,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.00054,replay
16413.63096,80,2,0,0,-1,-1,0,63,81,19155,35,92,-25,-14,85,1523,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001361,replay
16414.13189,80,2,-1,0,-1,2,0,63,80,19151,35,92,-12,-14,83,1523,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001361,replay
16414.64682,80,0,0,0,0,0,0,64,80,19152,36,92,-8,-13,83,1587,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001353,replay
16415.16349,80,0,-1,0,-1,-2,0,64,80,19154,36,92,-9,-19,82,1599,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.614756,replay
16415.69323,80,0,-1,0,-1,-1,0,64,80,19155,37,92,-11,-16,82,1621,231,3,44,0,1,0,1,0,0,423,2048,20,197,421,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,61,169,2,8.0,0.004512,replay
16416.21104,70,0,-1,0,-1,0,0,64,79,19149,37,91,-5,-9,82,1630,230,3,44,0,1,0,1,0,0,424,2048,20,196,422,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,60,168,2,8.0,0.004501,replay
16416.74197,70,0,-1,0,0,0,0,64,78,19145,38,91,-7,-6,80,1648,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.101834,replay
16417.25505,70,0,0,0,-1,0,9,64,78,19147,39,91,-5,-7,80,1658,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102207,replay
16417.77308,70,0,0,0,0,-1,39,63,78,19148,39,91,-7,-9,81,1658,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102207,replay
16418.30308,70,0,0,0,0,-1,75,63,79,19151,40,91,-8,-15,81,1712,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.00244,replay
16418.82019,70,0,0,0,0,0,105,64,79,19155,40,91,-7,-18,81,1725,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.614307,replay
16419.35125,70,0,0,0,0,0,135,64,79,19152,41,91,-5,-23,81,1756,229,3,44,0,1,0,1,0,0,467,2048,20,195,465,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,63,167,2,8.0,0.031689,replay
16419.86787,70,0,0,0,0,0,164,64,80,19155,41,91,-4,-26,81,1763,230,3,44,0,1,0,1,0,0,468,2048,20,196,466,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,62,168,2,8.0,0.041852,replay
16420.39677,70,0,0,0,0,0,175,64,80,19157,42,91,-7,-26,81,1787,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102748,replay
16420.91202,70,0,0,0,0,0,177,65,80,19158,42,91,-12,-25,81,1811,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.103302,replay
16421.4429,70,0,0,0,0,0,177,65,81,19151,43,90,-8,-22,82,1859,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.512115,replay
16421.96069,80,0,0,0,-8,0,177,65,82,19149,43,90,-8,-17,83,1917,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.000278,replay
16422.47446,80,-3,0,0,1,0,177,65,81,19155,44,90,-20,-18,83,1927,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.715598,replay
16423.00528,80,-2,0,0,-1,0,177,65,81,19147,44,90,-48,-9,80,1943,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,2.4e-05,replay
16423.52151,80,-2,0,0,-1,0,177,65,81,19154,45,90,-62,-8,76,1952,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.41079,replay
16424.03838,80,-2,0,0,-1,0,178,65,80,19159,45,90,10,-21,80,1956,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.203022,replay
16424.56831,70,-1,0,0,0,-1,178,64,79,19150,46,90,-2,-15,81,1964,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.062943,replay
16425.09802,70,0,0,0,0,1,177,64,79,19154,46,90,-10,-16,80,1964,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.062943,replay
16425.61464,70,0,0,0,1,3,177,65,80,19153,47,90,-9,-11,81,1998,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001338,replay
16426.12968,70,0,-1,0,-1,0,177,65,80,19154,47,90,-6,-4,81,1998,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001338,replay
16426.6473,70,0,0,0,0,0,177,65,80,19150,48,90,-6,-4,81,2011,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.001982,replay
16427.17788,80,0,0,0,0,0,177,65,80,19155,48,90,-10,1,80,2035,235,3,44,0,1,0,1,0,0,556,2048,20,201,552,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,181,52,173,2,8.0,0.050822,replay
16427.69594,80,-2,0,0,-8,0,177,65,81,19150,49,90,-7,-2,81,2043,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.10241,replay
16428.22485,80,-3,0,0,0,0,178,65,80,19155,49,89,-23,16,78,2055,26,0,314,1,2,1,2,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.091504,replay
16428.7416,80,-2,0,0,-1,-1,178,65,80,19154,50,89,-35,18,79,2055,26,0,314,1,2,1,2,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.091504,replay
16429.27274,80,-2,0,0,-1,-1,178,65,80,19149,51,89,-34,-8,83,2055,26,0,314,1,2,1,2,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.091504,replay
16429.80248,80,-2,0,0,-1,-1,178,65,80,19157,51,89,-25,-14,82,2055,26,0,314,1,2,1,2,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.091504,replay
16430.31948,80,-1,1,0,0,-1,178,65,80,19155,52,89,-15,-15,82,2055,26,0,314,1,2,1,2,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.091504,replay
16430.83544,80,0,1,0,0,3,177,64,80,19152,52,89,-3,-6,84,2154,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,2.4e-05,replay
16431.36548,80,0,0,0,-1,-3,177,64,81,19159,53,89,-4,-8,84,2154,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,2.4e-05,replay
16431.88221,80,0,1,0,-1,0,177,65,81,19153,53,89,-6,-10,84,2166,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,1.125546,replay
16432.41107,80,0,1,0,-1,-1,177,65,81,19157,54,89,-5,-9,85,2178,235,3,320,0,1,0,1,0,0,617,2048,20,201,615,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,181,42,173,2,8.0,0.002436,replay
16432.91321,80,0,1,0,-1,0,177,66,81,19157,54,89,-4,-6,84,2222,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102346,replay
16433.44305,70,0,0,0,0,0,177,66,80,19156,55,89,-4,-4,83,2230,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.103538,replay
16433.95964,80,0,0,0,-1,0,177,65,81,19156,55,89,-5,-6,84,2230,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.103538,replay
16434.49037,80,0,0,0,-7,0,177,65,82,19149,56,88,-8,-13,84,2266,70,3,162,1,2,1,2,0,0,11,2048,20,36,10954,64,64,17,3,1,0,0,0,0,0,0,0,0,8889,8889,16,1,8,2,8.0,0.023365,replay
16435.02023,80,-3,0,0,0,0,177,65,81,19150,56,88,5,-17,83,2318,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.102585,replay
16435.5394,80,-2,0,0,-1,0,178,65,80,19153,57,88,18,-22,81,2346,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.101349,replay
16436.06898,80,-2,0,0,-1,-1,178,65,79,19141,57,88,31,-29,79,2346,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.101349,replay
16436.59998,80,-2,0,0,-1,-1,177,65,78,19142,58,88,-57,6,72,2383,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,1.023918,replay
16437.13172,70,-1,1,0,0,-2,177,65,78,19144,58,88,-33,-13,81,2383,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,1.023918,replay
16437.66345,70,-1,1,0,0,-1,177,65,78,19150,59,88,-33,-18,76,2383,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,1.023918,replay
16438.1943,80,0,1,0,0,2,177,65,79,19154,59,88,-22,-10,81,2439,234,3,44,0,1,0,1,0,0,687,2048,20,200,684,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,45,172,2,8.0,0.074106,replay
16438.72429,80,0,0,0,0,0,178,65,80,19143,60,88,-26,-13,79,2439,234,3,44,0,1,0,1,0,0,687,2048,20,200,684,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,45,172,2,8.0,0.074106,replay
16439.22495,80,-2,0,0,-1,-1,177,65,81,19157,60,88,-26,-16,79,2439,234,3,44,0,1,0,1,0,0,687,2048,20,200,684,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,45,172,2,8.0,0.074106,replay
16439.73991,80,-1,1,0,0,0,177,65,80,19147,61,88,-11,-10,82,2439,234,3,44,0,1,0,1,0,0,687,2048,20,200,684,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,45,172,2,8.0,0.074106,replay
16440.25801,80,0,1,0,0,0,177,65,81,19149,62,88,-4,-8,83,2439,234,3,44,0,1,0,1,0,0,687,2048,20,200,684,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,45,172,2,8.0,0.074106,replay
16440.78686,80,0,0,0,0,-1,178,66,81,19154,62,88,-6,-5,83,2439,234,3,44,0,1,0,1,0,0,687,2048,20,200,684,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,45,172,2,8.0,0.074106,replay
16441.3033,70,0,0,0,0,-1,177,66,80,19158,63,88,-3,-7,83,2550,98,0,320,2,1,2,1,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.003991,replay
16441.83436,80,0,1,0,-2,0,177,66,81,19157,63,88,-7,-5,83,2602,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.014917,replay
16442.36546,70,0,0,0,0,-1,-171,66,80,19161,64,87,-6,-4,82,2624,26,0,162,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.0,0.054928,replay
