timestamp_c,frame.number,frame.len,wlan.ta,wlan.sa,wlan.ra,wlan.da,wlan.bssid,wlan.duration,wlan.frag,wlan.seq,wlan.fc.type,wlan.fc.subtype,wlan.flags,wlan.fcs,wlan.fcs.status,wlan.qos,wlan.qos.priority,wlan.qos.ack,wlan.ccmp.extiv,wlan.wep.key,data.len,radiotap.hdr_length,radiotap.antenna_signal,radiotap.signal_quality,radiotap.channel.flags.ofdm,radiotap.channel.flags.cck,wlan_radio.datarate,wlan_radio.channel,wlan_radio.frequency,wlan_radio.signal_strength (dbm),wlan_radio.Noise level (dbm),wlan_radio.SNR (db),wlan_radio.preamble,class
1693963540,20,60,2,2,8,8,0,44,0,2991,2,4,1,998550310,2,0,0,0,0,0,0,32,-34,93,1,0,24,2,2417,-34,0,0,20,FDI
1693963540,22,140,0,0,41,41,0,0,0,1566,0,8,0,3584573321,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
1693963540,23,60,2,2,8,8,0,44,0,2992,2,4,1,1480555021,2,0,0,0,0,0,0,32,-34,90,1,0,24,2,2417,-34,0,0,20,FDI
1693963540,25,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,FDI
1693963540,27,60,2,2,8,8,0,44,0,2993,2,4,1,318597212,2,0,0,0,0,0,0,32,-34,84,1,0,24,2,2417,-34,0,0,20,FDI
1693963540,29,140,0,0,41,41,0,0,0,1568,0,8,0,950644567,2,0,0,0,0,0,0,32,-56,100,0,1,1,2,2417,-56,0,0,192,FDI
1693963540,30,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,FDI
1693963540,32,60,2,2,8,8,0,44,0,2994,2,4,1,3451608751,2,0,0,0,0,0,0,32,-34,84,1,0,24,2,2417,-34,0,0,20,FDI
1693963540,34,140,0,0,41,41,0,0,0,1569,0,8,0,18649087,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,FDI
1693963540,35,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,FDI
1693963540,37,60,2,2,8,8,0,44,0,2995,2,4,1,2272873726,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963540,39,140,0,0,41,41,0,0,0,1570,0,8,0,2518936988,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,FDI
1693963540,40,60,2,2,8,8,0,44,0,2996,2,4,1,2823173384,2,0,0,0,0,0,0,32,-34,93,1,0,24,2,2417,-34,0,0,20,FDI
1693963540,42,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,FDI
1693963540,44,140,0,0,41,41,0,0,0,1571,0,8,0,2066767487,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
1693963540,45,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,51,1,0,6,2,2417,-32,0,0,20,FDI
1693963540,47,60,2,2,8,8,0,44,0,2997,2,4,1,3800311641,2,0,0,0,0,0,0,32,-34,93,1,0,24,2,2417,-34,0,0,20,FDI
1693963540,50,140,0,0,41,41,0,0,0,1572,0,8,0,3755601046,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,FDI
1693963540,51,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,48,1,0,6,2,2417,-34,0,0,20,FDI
1693963540,53,60,2,2,8,8,0,44,0,2998,2,4,1,1036128682,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,56,140,0,0,41,41,0,0,0,1573,0,8,0,1714169037,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,FDI
1693963541,57,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,57,1,0,6,2,2417,-32,0,0,20,FDI
1693963541,59,60,2,2,8,8,0,44,0,2999,2,4,1,1996489723,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,61,140,0,0,41,41,0,0,0,1574,0,8,0,39259956,2,0,0,0,0,0,0,32,-58,100,0,1,1,2,2417,-58,0,0,192,FDI
1693963541,62,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,FDI
1693963541,64,60,2,2,8,8,0,44,0,3000,2,4,1,1673323078,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,66,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,57,1,0,6,2,2417,-34,0,0,20,FDI
1693963541,68,60,2,2,8,8,0,44,0,3001,2,4,1,696184855,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,70,140,0,0,41,41,0,0,0,1576,0,8,0,3190102291,2,0,0,0,0,0,0,32,-50,100,0,1,1,2,2417,-50,0,0,192,FDI
1693963541,71,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,FDI
1693963541,73,140,0,0,41,41,0,0,0,1577,0,8,0,3340112583,2,0,0,0,0,0,0,32,-82,100,0,1,1,2,2417,-82,0,0,192,FDI
1693963541,74,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,63,1,0,6,2,2417,-34,0,0,20,FDI
1693963541,76,60,2,2,8,8,0,44,0,3003,2,4,1,3170555061,2,0,0,0,0,0,0,32,-30,93,1,0,24,2,2417,-30,0,0,20,FDI
1693963541,78,60,2,2,8,8,0,344,0,175,2,4,17,3653924157,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,80,60,2,2,8,8,0,344,0,176,2,4,1,3137544794,2,0,0,0,0,0,0,32,-32,66,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,82,140,0,0,41,41,0,0,0,1578,0,8,0,1256468028,2,0,0,0,0,0,0,32,-82,100,0,1,1,2,2417,-82,0,0,192,FDI
1693963541,83,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,48,1,0,6,2,2417,-32,0,0,20,FDI
1693963541,85,60,2,2,8,8,0,44,0,3004,2,4,1,2479205699,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,87,140,0,0,41,41,0,0,0,1579,0,8,0,350060627,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
1693963541,88,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,63,1,0,6,2,2417,-32,0,0,20,FDI
1693963541,90,60,2,2,8,8,0,44,0,3005,2,4,1,3641163538,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,92,140,0,0,41,41,0,0,0,1580,0,8,0,2967227856,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,FDI
1693963541,93,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,48,1,0,6,2,2417,-32,0,0,20,FDI
1693963541,95,60,2,2,8,8,0,44,0,3006,2,4,1,104958433,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,97,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,42,1,0,6,2,2417,-32,0,0,20,FDI
1693963541,99,60,2,2,8,8,0,44,0,3007,2,4,1,1283693488,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,101,140,0,0,41,41,0,0,0,1582,0,8,0,3982915892,2,0,0,0,0,0,0,32,-90,100,0,1,1,2,2417,-90,0,0,192,FDI
1693963541,102,60,2,2,8,8,0,44,0,3008,2,4,1,3327913902,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,104,60,2,2,8,8,0,344,0,177,2,4,17,4038309447,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,106,60,2,2,8,8,0,344,0,178,2,4,1,780601080,2,0,0,0,0,0,0,32,-32,78,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,108,60,2,2,8,8,0,344,0,179,2,4,1,1682248873,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,FDI
1693963541,110,60,2,2,8,8,0,344,0,180,2,4,1,1266314591,2,0,0,0,0,0,0,32,-32,78,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,111,140,0,0,41,41,0,0,0,1583,0,8,0,3234281197,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,FDI
1693963542,112,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,48,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,114,60,2,2,8,8,0,44,0,3009,2,4,1,2358902271,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,116,140,0,0,41,41,0,0,0,1584,0,8,0,4068478949,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,FDI
1693963542,117,60,2,2,8,8,0,44,0,3010,2,4,1,1407175436,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,119,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,121,140,0,0,41,41,0,0,0,1585,0,8,0,1489004448,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
1693963542,122,60,2,2,8,8,0,44,0,3011,2,4,1,421386589,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,124,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-30,54,1,0,6,2,2417,-30,0,0,20,FDI
1693963542,126,140,0,0,41,41,0,0,0,1586,0,8,0,3777982583,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,FDI
1693963542,127,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,39,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,129,60,2,2,8,8,0,44,0,3012,2,4,1,908239019,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,131,140,0,0,41,41,0,0,0,1587,0,8,0,2435765446,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,FDI
1693963542,132,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,33,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,134,60,2,2,8,8,0,44,0,3013,2,4,1,2095100666,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,136,140,0,0,41,41,0,0,0,1588,0,8,0,3692165884,2,0,0,0,0,0,0,32,-78,100,0,1,1,2,2417,-78,0,0,192,FDI
1693963542,137,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,139,60,2,2,8,8,0,44,0,3014,2,4,1,2745598985,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,141,140,0,0,41,41,0,0,0,1589,0,8,0,549035367,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,FDI
1693963542,142,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,144,60,2,2,8,8,0,44,0,3015,2,4,1,3915683416,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,146,60,2,2,8,8,0,344,0,181,2,4,17,13302082,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,148,60,2,2,8,8,0,344,0,182,2,4,1,3741207037,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,150,140,0,0,41,41,0,0,0,1590,0,8,0,1389931913,2,0,0,0,0,0,0,32,-60,100,0,1,1,2,2417,-60,0,0,192,FDI
1693963542,152,140,0,0,41,41,0,0,0,1591,0,8,0,752232941,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,FDI
1693963542,153,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,51,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,155,60,2,2,8,8,0,44,0,3017,2,4,1,3071960500,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963542,157,140,0,0,41,41,0,0,0,1592,0,8,0,333566689,2,0,0,0,0,0,0,32,-54,100,0,1,1,2,2417,-54,0,0,192,FDI
1693963542,158,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,45,1,0,6,2,2417,-32,0,0,20,FDI
1693963542,160,60,2,2,8,8,0,44,0,3018,2,4,1,1750881095,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963543,164,140,0,0,41,41,0,0,0,1593,0,8,0,390404182,2,0,0,0,0,0,0,32,-54,100,0,1,1,2,2417,-54,0,0,192,FDI
1693963543,165,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,42,1,0,6,2,2417,-34,0,0,20,FDI
1693963543,170,140,0,0,41,41,0,0,0,1594,0,8,0,1035417606,2,0,0,0,0,0,0,32,-70,100,0,1,1,2,2417,-70,0,0,192,FDI
1693963543,171,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-36,51,1,0,6,2,2417,-36,0,0,20,FDI
1693963543,173,60,2,2,8,8,0,44,0,3020,2,4,1,228669664,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963543,176,140,0,0,41,41,0,0,0,1595,0,8,0,221296587,2,0,0,0,0,0,0,32,-78,100,0,1,1,2,2417,-78,0,0,192,FDI
1693963543,177,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-50,27,1,0,6,2,2417,-50,0,0,20,FDI
1693963543,179,60,2,2,8,8,0,44,0,3021,2,4,1,1197681329,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963543,182,140,0,0,41,41,0,0,0,1596,0,8,0,874736922,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,FDI
1693963543,183,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,45,1,0,6,2,2417,-34,0,0,20,FDI
1693963543,185,60,2,2,8,8,0,44,0,3022,2,4,1,2552568898,2,0,0,0,0,0,0,32,-32,87,1,0,24,2,2417,-32,0,0,20,FDI
1693963543,187,140,0,0,41,41,0,0,0,1597,0,8,0,1298422139,2,0,0,0,0,0,0,32,-56,100,0,1,1,2,2417,-56,0,0,192,FDI
1693963543,188,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-36,54,1,0,6,2,2417,-36,0,0,20,FDI
1693963543,190,60,2,2,8,8,0,44,0,3023,2,4,1,3538357779,2,0,0,0,0,0,0,32,-34,93,1,0,24,2,2417,-34,0,0,20,FDI
1693963543,192,140,0,0,41,41,0,0,0,1598,0,8,0,487825308,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,FDI
1693963543,193,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-40,48,1,0,6,2,2417,-40,0,0,20,FDI
1693963543,195,60,2,2,8,8,0,44,0,3024,2,4,1,2975653688,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963543,197,140,0,0,41,41,0,0,0,1599,0,8,0,1829911341,2,0,0,0,0,0,0,32,-82,100,0,1,1,2,2417,-82,0,0,192,FDI
1693963543,198,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-38,27,1,0,6,2,2417,-38,0,0,20,FDI
1693963543,200,60,2,2,8,8,0,44,0,3025,2,4,1,4221488489,2,0,0,0,0,0,0,32,-34,90,1,0,24,2,2417,-34,0,0,20,FDI
1693963543,203,140,0,0,41,41,0,0,0,1600,0,8,0,453818814,2,0,0,0,0,0,0,32,-78,100,0,1,1,2,2417,-78,0,0,192,FDI
1693963543,204,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,39,1,0,6,2,2417,-32,0,0,20,FDI
1693963543,206,60,2,2,8,8,0,44,0,3026,2,4,1,618199962,2,0,0,0,0,0,0,32,-34,87,1,0,24,2,2417,-34,0,0,20,FDI
1693963543,208,140,0,0,41,41,0,0,0,1601,0,8,0,4291156562,2,0,0,0,0,0,0,32,-76,100,0,1,1,2,2417,-76,0,0,192,FDI
1693963543,209,60,2,2,8,8,0,44,0,3027,2,4,1,1847257547,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963543,211,60,2,2,8,8,0,344,0,183,2,4,17,2504973792,2,0,0,0,0,0,0,32,-34,84,1,0,24,2,2417,-34,0,0,20,FDI
1693963543,212,60,2,2,8,8,0,344,0,184,2,4,1,2155919889,2,0,0,0,0,0,0,32,-30,84,1,0,24,2,2417,-30,0,0,20,FDI
1693963543,214,60,2,2,8,8,0,344,0,185,2,4,1,3393366080,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963543,216,60,2,2,8,8,0,344,0,187,2,4,1,1606847714,2,0,0,0,0,0,0,32,-32,90,1,0,24,2,2417,-32,0,0,20,FDI
1693963544,218,140,0,0,41,41,0,0,0,1602,0,8,0,4212125916,2,0,0,0,0,0,0,32,-78,100,0,1,1,2,2417,-78,0,0,192,FDI
1693963544,219,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-32,54,1,0,6,2,2417,-32,0,0,20,FDI
1693963544,221,60,2,2,8,8,0,44,0,3028,2,4,1,1092980797,2,0,0,0,0,0,0,32,-34,90,1,0,24,2,2417,-34,0,0,20,FDI
1693963544,223,105,1,1,8,8,0,44,0,85,2,8,1,760741526,2,0,0,0,0,0,7,32,-38,100,1,0,54,2,2417,-38,0,0,20,FDI
1693963544,224,105,1,1,8,8,0,44,0,85,2,8,9,2992190212,2,0,0,0,0,0,7,32,-36,90,1,0,48,2,2417,-36,0,0,20,FDI
1693963544,226,100,0,0,13,13,0,48,0,4,2,8,34,2577016536,2,0,0,0,0,0,2,32,-26,81,1,0,12,2,2417,-26,0,0,20,FDI
1693963544,228,140,0,0,41,41,0,0,0,1603,0,8,0,2552738988,2,0,0,0,0,0,0,32,-54,100,0,1,1,2,2417,-54,0,0,192,FDI
1693963544,229,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,45,1,0,6,2,2417,-34,0,0,20,FDI
1693963544,231,60,2,2,8,8,0,44,0,3029,2,4,1,199721580,2,0,0,0,0,0,0,32,-34,81,1,0,24,2,2417,-34,0,0,20,FDI
1693963544,235,134,0,0,33,33,0,320,0,1604,0,5,0,2126251414,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
1693963544,236,134,0,0,33,33,0,320,0,1604,0,5,8,1433762073,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
1693963544,237,134,0,0,33,33,0,320,0,1604,0,5,8,1886525819,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
1693963544,239,134,0,0,33,33,0,320,0,1605,0,5,0,717033173,2,0,0,0,0,0,0,32,-68,100,0,1,1,2,2417,-68,0,0,192,FDI
1693963544,240,134,0,0,33,33,0,320,0,1605,0,5,8,1039354211,2,0,0,0,0,0,0,32,-24,100,0,1,1,2,2417,-24,0,0,192,FDI
1693963544,241,134,0,0,33,33,0,320,0,1605,0,5,8,1350241646,2,0,0,0,0,0,0,32,-24,100,0,1,1,2,2417,-24,0,0,192,FDI
1693963544,242,264,0,0,13,13,0,48,0,5,2,8,42,1332948431,2,0,0,0,0,0,166,32,-26,78,1,0,18,2,2417,-26,0,0,20,FDI
1693963544,243,264,0,0,13,13,0,48,0,5,2,8,42,1332948431,2,0,0,0,0,0,166,32,-26,75,1,0,12,2,2417,-26,0,0,20,FDI
1693963544,245,140,0,0,41,41,0,0,0,1606,0,8,0,3788916769,2,0,0,0,0,0,0,32,-80,100,0,1,1,2,2417,-80,0,0,192,FDI
1693963544,246,101,1,1,8,8,0,44,0,86,2,8,1,2216773940,2,0,0,0,0,0,3,32,-40,93,1,0,54,2,2417,-40,0,0,20,FDI
1693963544,248,264,0,0,13,13,0,48,0,7,2,8,34,1031819285,2,0,0,0,0,0,166,32,-26,75,1,0,18,2,2417,-26,0,0,20,FDI
1693963544,250,140,0,0,41,41,0,0,0,1607,0,8,0,1258971323,2,0,0,0,0,0,0,32,-74,100,0,1,1,2,2417,-74,0,0,192,FDI
1693963544,251,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-36,63,1,0,6,2,2417,-36,0,0,20,FDI
1693963544,253,60,2,2,8,8,0,44,0,3031,2,4,1,2657330894,2,0,0,0,0,0,0,32,-32,81,1,0,24,2,2417,-32,0,0,20,FDI
1693963544,255,110,1,1,8,8,0,44,0,87,2,8,1,625240299,2,0,0,0,0,0,12,32,-34,69,1,0,54,2,2417,-34,0,0,20,FDI
1693963544,256,110,1,1,8,8,0,44,0,87,2,8,9,4142043551,2,0,0,0,0,0,12,32,-34,100,1,0,48,2,2417,-34,0,0,20,FDI
1693963544,258,100,0,0,13,13,0,48,0,8,2,8,34,1915624638,2,0,0,0,0,0,2,32,-28,81,1,0,18,2,2417,-28,0,0,20,FDI
1693963544,260,263,0,0,13,13,0,48,0,9,2,8,34,2578904667,2,0,0,0,0,0,165,32,-28,78,1,0,18,2,2417,-28,0,0,20,FDI
1693963544,262,140,0,0,41,41,0,0,0,1608,0,8,0,2061157384,2,0,0,0,0,0,0,32,-56,100,0,1,1,2,2417,-56,0,0,192,FDI
1693963544,263,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-34,45,1,0,6,2,2417,-34,0,0,20,FDI
1693963544,265,60,2,2,8,8,0,44,0,3032,2,4,1,2329888627,2,0,0,0,0,0,0,32,-32,84,1,0,24,2,2417,-32,0,0,20,FDI
1693963544,268,105,1,1,8,8,0,44,0,88,2,8,1,1190397249,2,0,0,0,0,0,7,32,-10,63,1,0,54,2,2417,-10,0,0,20,FDI
1693963544,270,264,0,0,13,13,0,48,0,10,2,8,34,801497543,2,0,0,0,0,0,166,32,-28,84,1,0,18,2,2417,-28,0,0,20,FDI
1693963544,272,140,0,0,41,41,0,0,0,1609,0,8,0,1785356750,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,FDI
1693963544,273,62,1,1,8,8,0,60,0,0,2,12,1,2671372690,2,0,0,0,0,0,0,32,-36,48,1,0,6,2,2417,-36,0,0,20,FDI
1693963544,275,60,2,2,8,8,0,44,0,3033,2,4,1,3223147810,2,0,0,0,0,0,0,32,-32,93,1,0,24,2,2417,-32,0,0,20,FDI
1693963544,277,140,0,0,41,41,0,0,0,1610,0,8,0,2306471750,2,0,0,0,0,0,0,32,-86,100,0,1,1,2,2417,-86,0,0,192,FDI
1693963544,278,60,2,2,8,8,0,44,0,3034,2,4,1,526083025,2,0,0,0,0,0,0,32,-32,93,1,0,24,2,2417,-32,0,0,20,FDI
1693963544,280,263,0,0,13,13,0,48,0,13,2,8,34,1404597324,2,0,0,0,0,0,165,32,-30,87,1,0,18,2,2417,-30,0,0,20,FDI
1693963544,282,140,0,0,41,41,0,0,0,1611,0,8,0,3441608245,2,0,0,0,0,0,0,32,-84,100,0,1,1,2,2417,-84,0,0,192,FDI
